Inf_Mosq_Per_1000
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1.1049732756100994
1.5760490265726013
1.0982992956121151
3.2485540210471786
3.7773642353409187
10.30182285277359
10.890915498369624
13.700356085891595
7.194992142029344
5.004327185052948
5.837961042980844
3.320466424217683
8.820917184015453
13.46611615803328
15.140021376836344
19.293096739752215
23.178688799528224
16.796550773918728
23.037858311085735
23.25765037879657
19.660456058903762
6.160130347256709
5.222348580243175
9.198944438786993
6.521074338680766
0
0.8048296257660015
1.145478380004672
0
0
0
0
0
0
1e-4
1e-4
1e-4
1e-4
