Inf_Mosq_Per_1000
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2.6954308627995527
0
2.055509325441518
0
1.285351293546122
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1e-4
1e-4
1e-4
