"rowMeans(combined_p, na.rm = TRUE)"
0.27522857321745453
0.27522857321745453
0.27522857321745453
0.27522857321745453
0.26983451783029494
0.26976254671156097
0.2697598935828804
0.2671915180157532
0.26713092585924614
0.26713092585924614
0.26713092585924614
0.26713092585924614
0.26713092585924614
0.26713092585924614
0.26713092585924614
0.26713092585924614
0.26713092585924614
0.26713092585924614
0.26713092585924614
0.027302127273972583
6.27420395760877e-4
0
0
0
0
0
0
0
0
0
0
2.203257509179979e-5
2.203257509179979e-5
2.203257509179979e-5
2.2218385899637288e-5
2.4559923823447564e-5
2.858955417283022e-5
1.6908524673824547e-4
1.9054025275462848e-4
1.9054025275462848e-4
1.9054025275462848e-4
1.9054025275462848e-4
1.9054025275462848e-4
1.9054025275462848e-4
1.9054025275462848e-4
1.9054025275462848e-4
1.9054025275462848e-4
1.9054025275462848e-4
1.9054025275462848e-4
1.9054025275462848e-4
1.9054025275462848e-4
1.9054025275462848e-4
1.9054025275462848e-4
1.9054025275462848e-4
1.9054025275462848e-4
1.9054025275462848e-4
1.9054025275462848e-4
1.9054025275462848e-4
3.55005533182619e-4
0.08406481822816364
0.6517942626796218
0.6529653386986836
0.6529433061235917
0.6529433061235917
0.6529433061235917
0.6529431203127841
0.6529407787748602
0.6529367491445108
0.6527962534519453
0.652774798445929
0.652774798445929
0.652774798445929
0.6528056639636819
0.6547952506718022
0.6547952506718022
0.6547952506718022
0.6547952506718022
0.6547952506718022
0.6547952506718022
0.6547952506718022
0.6547952506718022
0.6547952506718022
0.6547952506718022
0.6547952506718022
0.6547952506718022
0.6547952506718022
0.6547952506718022
0.6547952506718022
0.6547952506718022
0.6546307853913741
0.5709209726963931
0.0032793695924201987
0.004569068483957659
0.004569068483957659
0.004569068483957659
0.004569068483957659
0.004569068483957659
0.004569068483957659
0.004569068483957659
0.004569068483957659
0.004569068483957659
0.004569068483957659
0.004569068483957659
0.004538202966204697
0.0025486162580842507
0.0025486162580842507
0.0025486162580842507
0.0025486162580842507
0.002570188799780646
0.0027012064602797777
0.0027012064602797777
0.0027012064602797777
0.0027012064602797777
0.0027012064602797777
0.0027012064602797777
0.003003978469011502
0.008985629818182721
0.008985629818182721
0.008985629818182721
0.008985629818182721
0.008985629818182721
0.008985629818182721
0.008897788470697707
0.006437013560098471
0.006437013560098471
0.006437013560098471
0.006437013560098471
0.006515108154530764
0.006515108154530764
0.006515108154530764
0.006515108154530764
0.006515108154530764
0.006515108154530764
0.006515108154530764
0.006515108154530764
0.006515108154530764
0.006515108154530764
0.006515108154530764
0.006515108154530764
0.006493535612834367
0.006362517952335233
0.006362517952335233
0.006362517952335233
0.006381790796491034
0.006391888008307032
0.006391888008307032
0.006089115999575308
1.0746465040409104e-4
1.0746465040409104e-4
1.519528767117678e-4
1.519528767117678e-4
1.519528767117678e-4
1.519528767117678e-4
1.519528767117678e-4
1.519528767117678e-4
1.519528767117678e-4
1.519528767117678e-4
1.519528767117678e-4
7.385828227947503e-5
7.385828227947503e-5
7.385828227947503e-5
7.385828227947503e-5
7.385828227947503e-5
7.385828227947503e-5
7.385828227947503e-5
7.385828227947503e-5
7.385828227947503e-5
7.385828227947503e-5
7.385828227947503e-5
7.385828227947503e-5
