LabWeek,Tot_Mosq_Abund,N_Pools,Tot_Mosq_Sampled,Mean_Mosq_Per_Pool,N_Pos_Pools,Prop_Pos_Pools,MIR,I_M,Inf_Mosq_Per_1000,Year,date,Date
53,4,1,4,4,0,0,0,0,0,2012,2012-12-09,2012-12-30
1,2,2,2,1,0,0,0,0,0,2013,2012-12-16,2013-01-01
2,36,22,36,1.6363636363636362,0,0,0,0,0,2013,2012-12-23,2013-01-08
3,5,5,5,1,0,0,0,0,0,2013,2012-12-30,2013-01-15
4,111,39,109,2.7948717948717943,0,0,0,0,0,2013,2013-01-06,2013-01-22
5,29,12,28,2.333333333333333,0,0,0,0,0,2013,2013-01-13,2013-01-29
6,297,60,297,3.6839080459770104,0,0,0,0,0,2013,2013-01-20,2013-02-05
7,66,15,66,4.400000000000001,0,0,0,0,0,2013,2013-01-27,2013-02-12
8,14,10,14,1.4,0,0,0,0,0,2013,2013-02-03,2013-02-19
9,54,23,52,2.2608695652173916,0,0,0,0,0,2013,2013-02-10,2013-02-26
10,254,61,254,2.9913793103448283,0,0,0,0,0,2013,2013-02-17,2013-03-05
11,327,78,327,3.638157894736842,0,0,0,0,0,2013,2013-02-24,2013-03-12
12,571,113,567,5.085585585585586,1,0.008849557522123894,1.7401255712236527,0.0014803943697990762,1.4803943697990762,2013,2013-03-03,2013-03-19
13,586,81,549,6.777777777777777,0,0,0,0,0,2013,2013-03-10,2013-03-26
14,636,120,641,5.139830508474578,0,0,0,0,0,2013,2013-03-17,2013-04-02
15,512,124,512,3.9098360655737703,0,0,0,0,0,2013,2013-03-24,2013-04-09
16,448,103,450,4.064356435643565,0,0,0,0,0,2013,2013-03-31,2013-04-16
17,764,144,697,4.91843971631206,0,0,0,0,0,2013,2013-04-07,2013-04-23
18,845,125,637,5.162601626016261,0,0,0,0,0,2013,2013-04-14,2013-04-30
19,995,158,834,5.320512820512821,0,0,0,0,0,2013,2013-04-21,2013-05-07
20,895,147,896,6.153846153846153,1,0.006802721088435374,1.1054421768707483,9.746625747744098e-4,0.9746625747744098,2013,2013-04-28,2013-05-14
21,600,130,569,4.389763779527559,0,0,0,0,0,2013,2013-05-05,2013-05-21
22,516,96,533,4.951851851851852,1,0.010416666666666666,2.1035901271503366,0.002092068541117431,2.092068541117431,2013,2013-05-12,2013-05-28
23,805,125,747,5.081967213114754,3,0.024,4.72258064516129,0.00404059682712965,4.04059682712965,2013,2013-05-19,2013-06-04
24,634,91,634,6.085227272727273,4,0.04395604395604396,7.2234021813853735,0.006401052256165607,6.401052256165607,2013,2013-05-26,2013-06-11
25,477,89,474,4.551724137931035,4,0.0449438202247191,9.874021109976164,0.00915485939337668,9.154859393376679,2013,2013-06-02,2013-06-18
26,476,94,476,4.747311827956987,3,0.031914893617021274,6.722729572781381,0.006466059632593502,6.466059632593502,2013,2013-06-09,2013-06-25
27,154,37,153,4.23611111111111,0,0,0,0,0,2013,2013-06-16,2013-07-02
28,150,62,150,2.4193548387096775,4,0.06451612903225806,26.666666666666664,0.021985182423839844,21.985182423839845,2013,2013-06-23,2013-07-09
29,218,64,214,3.34375,3,0.046875,14.018691588785046,0.011930564439759705,11.930564439759706,2013,2013-06-30,2013-07-16
30,294,71,294,4.140845070422535,2,0.028169014084507043,6.802721088435375,0.005698376796668736,5.698376796668736,2013,2013-07-07,2013-07-23
31,531,129,531,4.11627906976744,5,0.03875968992248062,9.416195856873825,0.007874996210310292,7.874996210310292,2013,2013-07-14,2013-07-30
32,564,132,564,4.072519083969465,4,0.030303030303030304,7.4408565505097854,0.0061354326241468415,6.1354326241468415,2013,2013-07-21,2013-08-06
33,766,133,752,4.559055118110235,2,0.015037593984962405,3.29840144402457,0.003025774094713052,3.025774094713052,2013,2013-07-28,2013-08-13
34,458,98,458,4.695876288659793,2,0.02040816326530612,4.345975492282534,0.004115366016935851,4.115366016935851,2013,2013-08-04,2013-08-20
35,496,92,493,4.366666666666667,5,0.05434782608695652,12.44606704281447,0.01111387117601692,11.113871176016922,2013,2013-08-11,2013-08-27
36,469,90,471,5.286516853932586,2,0.022222222222222223,4.203565946392725,0.003738470429299534,3.738470429299534,2013,2013-08-18,2013-09-03
37,877,154,876,4.803131991051453,3,0.01948051948051948,4.05579515966102,0.003926822907248773,3.9268229072487726,2013,2013-08-25,2013-09-10
38,2684,148,1445,6.857843137254905,3,0.02027027027027027,2.9557792245426255,0.0029212293593996463,2.9212293593996463,2013,2013-09-01,2013-09-17
39,3216,234,1894,6.922672672672672,3,0.01282051282051282,1.851959990990465,0.0018416456337089215,1.8416456337089215,2013,2013-09-08,2013-09-24
40,1970,237,1540,5.901746724890831,7,0.029535864978902954,5.004597173635793,0.004984342104186523,4.984342104186523,2013,2013-09-15,2013-10-01
41,887,115,722,4.900934579439253,1,0.008695652173913044,1.774284482472722,0.0017452113382877554,1.7452113382877554,2013,2013-09-22,2013-10-08
42,1649,138,997,4.838842975206613,2,0.014492753623188406,2.995086572853624,0.002915501530804443,2.915501530804443,2013,2013-09-29,2013-10-15
43,1202,158,1023,4.486971830985915,0,0,0,0,0,2013,2013-10-06,2013-10-22
44,1363,112,487,3.4439252336448583,0,0,0,0,0,2013,2013-10-13,2013-10-29
45,1011,98,486,3.9569892473118298,0,0,0,0,0,2013,2013-10-20,2013-11-05
46,356,83,356,3.5124999999999997,0,0,0,0,0,2013,2013-10-27,2013-11-12
47,1275,83,628,5.623873873873873,0,0,0,0,0,2013,2013-11-03,2013-11-19
48,118,15,118,6.1923076923076925,0,0,0,0,0,2013,2013-11-10,2013-11-26
49,240,48,240,3.345454545454546,0,0,0,0,0,2013,2013-11-17,2013-12-03
50,52,22,52,2.3636363636363638,0,0,0,0,0,2013,2013-11-24,2013-12-10
51,247,55,247,4.490909090909091,0,0,0,0,0,2013,2013-12-01,2013-12-17
1,14,6,14,2.333333333333333,0,0,0,0,0,2014,2013-12-08,2014-01-01
2,108,36,105,2.3285714285714283,0,0,0,0,0,2014,2013-12-15,2014-01-08
3,77,31,77,2.4838709677419355,0,0,0,0,0,2014,2013-12-22,2014-01-15
4,357,60,256,2.7857142857142865,0,0,0,0,0,2014,2013-12-29,2014-01-22
5,193,48,192,3.217391304347826,0,0,0,0,0,2014,2014-01-05,2014-01-29
6,280,62,255,2.6724137931034484,0,0,0,0,0,2014,2014-01-12,2014-02-05
7,358,72,307,3.044117647058824,0,0,0,0,0,2014,2014-01-19,2014-02-12
8,461,110,460,3.8950617283950613,0,0,0,0,0,2014,2014-01-26,2014-02-19
9,476,111,476,3.7129629629629637,0,0,0,0,0,2014,2014-02-02,2014-02-26
10,1036,140,611,3.6851851851851856,0,0,0,0,0,2014,2014-02-09,2014-03-05
11,1088,154,888,4.928082191780821,0,0,0,0,0,2014,2014-02-16,2014-03-12
12,1104,170,1031,5.104554865424429,0,0,0,0,0,2014,2014-02-23,2014-03-19
13,1993,221,1313,4.695652173913045,0,0,0,0,0,2014,2014-03-02,2014-03-26
14,1993,185,1193,5.023668639053254,0,0,0,0,0,2014,2014-03-09,2014-04-02
15,2327,213,1349,5.627450980392158,0,0,0,0,0,2014,2014-03-16,2014-04-09
16,2056,174,1061,5.012269938650308,0,0,0,0,0,2014,2014-03-23,2014-04-16
17,1148,165,1023,4.844298245614035,0,0,0,0,0,2014,2014-03-30,2014-04-23
18,764,128,757,5.041322314049586,0,0,0,0,0,2014,2014-04-06,2014-04-30
19,988,123,563,3.599137931034482,0,0,0,0,0,2014,2014-04-13,2014-05-07
20,794,155,794,4.314189189189189,0,0,0,0,0,2014,2014-04-20,2014-05-14
21,902,102,552,4.06842105263158,0,0,0,0,0,2014,2014-04-27,2014-05-21
22,972,156,959,5.297297297297297,3,0.019230769230769232,3.6302982731554163,0.0032311163148046607,3.2311163148046607,2014,2014-05-04,2014-05-28
23,889,141,664,3.8059701492537314,2,0.014184397163120567,3.7268808232512862,0.0035651191298522455,3.5651191298522455,2014,2014-05-11,2014-06-04
24,774,112,449,3.231481481481482,1,0.008928571428571428,2.762996316004912,0.0022396557157785546,2.2396557157785546,2014,2014-05-18,2014-06-11
25,650,94,547,4.568181818181817,4,0.0425531914893617,9.315126495183659,0.008659312688623744,8.659312688623743,2014,2014-05-25,2014-06-18
26,643,112,627,4.371428571428572,9,0.08035714285714286,18.38235294117647,0.01661440926992075,16.61440926992075,2014,2014-06-01,2014-06-25
27,305,65,305,3.3606557377049184,1,0.015384615384615385,4.577861163227016,0.0038685444612907016,3.8685444612907016,2014,2014-06-08,2014-07-02
28,287,91,283,2.5511363636363638,3,0.03296703296703297,12.92248953718887,0.011112030857867938,11.11203085786794,2014,2014-06-15,2014-07-09
29,674,143,671,3.9355231143552314,7,0.04895104895104895,12.43825726051383,0.012469045264900225,12.469045264900224,2014,2014-06-22,2014-07-16
30,923,159,919,5.209956709956709,18,0.11320754716981132,21.72907635747937,0.01982490212241461,19.824902122414613,2014,2014-06-29,2014-07-23
31,773,164,734,3.975890985324948,6,0.036585365853658534,9.201803064695556,0.009274572066461984,9.274572066461984,2014,2014-07-06,2014-07-30
32,990,190,990,4.351381215469612,7,0.03684210526315789,8.46676111304162,0.007479472349917415,7.479472349917415,2014,2014-07-13,2014-08-06
33,615,137,607,3.660305343511451,6,0.043795620437956206,11.965018305260193,0.011133459805424906,11.133459805424906,2014,2014-07-20,2014-08-13
34,697,152,692,4.288590604026844,7,0.046052631578947366,10.738407050490078,0.009385038713702554,9.385038713702553,2014,2014-07-27,2014-08-20
35,2391,221,1791,6.707920792079209,26,0.11764705882352941,17.53852832645973,0.01772154228264633,17.72154228264633,2014,2014-08-03,2014-08-27
36,1305,208,1303,5.846534653465349,28,0.1346153846153846,23.024815996873567,0.023808859891863654,23.808859891863655,2014,2014-08-10,2014-09-03
37,1308,244,1287,4.661016949152544,6,0.02459016393442623,5.275707898658716,0.004967133115478917,4.967133115478917,2014,2014-08-17,2014-09-10
38,1331,190,1327,5.734195402298853,2,0.010526315789473684,1.8357092932782964,0.0017621305101754858,1.7621305101754858,2014,2014-08-24,2014-09-17
39,3774,346,3763,9.636827956989247,9,0.02601156069364162,2.699182844161534,0.002632114367038696,2.632114367038696,2014,2014-08-31,2014-09-24
40,3344,267,2284,7.564257028112449,5,0.018726591760299626,2.475668355887766,0.0023602295975471144,2.3602295975471144,2014,2014-09-07,2014-10-01
41,2459,250,2007,6.467180616740092,2,0.008,1.2370150880419597,0.0011467950270278582,1.1467950270278582,2014,2014-09-14,2014-10-08
42,2858,288,2847,8.93922305764411,6,0.020833333333333332,2.3305530244620454,0.002336533734221047,2.336533734221047,2014,2014-09-21,2014-10-15
43,4087,334,2983,7.87391774891775,11,0.03293413173652695,4.182686787787905,0.004177334283684164,4.177334283684164,2014,2014-09-28,2014-10-22
44,1444,171,1364,7.3282208588957065,1,0.005847953216374269,0.7980044991787405,7.32871250134548e-4,0.732871250134548,2014,2014-10-05,2014-10-29
45,1609,198,1486,5.948324022346368,0,0,0,0,0,2014,2014-10-12,2014-11-05
46,667,153,667,4.16887417218543,0,0,0,0,0,2014,2014-10-19,2014-11-12
47,364,112,364,3.25,1,0.008928571428571428,2.7472527472527473,0.0022396557157785546,2.2396557157785546,2014,2014-10-26,2014-11-19
48,235,39,235,5.578947368421053,0,0,0,0,0,2014,2014-11-02,2014-11-26
49,295,90,295,3.1404494382022476,0,0,0,0,0,2014,2014-11-09,2014-12-03
50,294,93,293,3.0217391304347827,0,0,0,0,0,2014,2014-11-16,2014-12-10
51,132,38,132,3.4736842105263164,0,0,0,0,0,2014,2014-11-23,2014-12-17
1,73,32,73,2.28125,0,0,0,0,0,2015,2014-11-30,2015-01-01
2,187,69,187,2.710144927536232,0,0,0,0,0,2015,2014-12-07,2015-01-08
3,119,44,119,2.7045454545454546,0,0,0,0,0,2015,2014-12-14,2015-01-15
4,171,67,171,2.5522388059701497,0,0,0,0,0,2015,2014-12-21,2015-01-22
5,195,75,195,2.6,0,0,0,0,0,2015,2014-12-28,2015-01-29
6,417,116,417,3.5948275862068964,0,0,0,0,0,2015,2015-01-04,2015-02-05
7,483,110,481,4.372727272727272,0,0,0,0,0,2015,2015-01-11,2015-02-12
8,428,134,428,3.128787878787879,0,0,0,0,0,2015,2015-01-18,2015-02-19
9,255,85,255,3,0,0,0,0,0,2015,2015-01-25,2015-02-26
10,660,135,660,4.454198473282442,0,0,0,0,0,2015,2015-02-01,2015-03-05
11,1217,223,1217,5.207762557077624,0,0,0,0,0,2015,2015-02-08,2015-03-12
12,1120,231,1121,4.569141193595342,0,0,0,0,0,2015,2015-02-15,2015-03-19
13,960,165,951,5.763636363636363,0,0,0,0,0,2015,2015-02-22,2015-03-26
14,984,216,968,4.481481481481482,0,0,0,0,0,2015,2015-03-01,2015-04-02
15,929,205,929,4.53170731707317,0,0,0,0,0,2015,2015-03-08,2015-04-09
16,627,188,627,3.335106382978724,0,0,0,0,0,2015,2015-03-15,2015-04-16
17,1036,184,1029,5.25824175824176,1,0.005434782608695652,1.0335741220298937,9.078551112210453e-4,0.9078551112210453,2015,2015-03-22,2015-04-23
18,822,118,821,4.950450450450453,1,0.00847457627118644,1.711879829120463,0.001700690118386139,1.700690118386139,2015,2015-03-29,2015-04-30
19,932,217,930,3.892523364485981,5,0.02304147465437788,5.919418458627692,0.005810821207161476,5.810821207161476,2015,2015-04-05,2015-05-07
20,948,235,948,3.7618025751072963,2,0.00851063829787234,2.262383027272396,0.00213448388709947,2.13448388709947,2015,2015-04-12,2015-05-14
21,780,169,780,4.036144578313253,2,0.011834319526627219,2.932085136447938,0.0023781482155083022,2.3781482155083022,2015,2015-04-19,2015-05-21
22,1023,249,1025,4.012096774193547,4,0.01606425702811245,4.003955520574762,0.0032336974854998424,3.2336974854998424,2015,2015-04-26,2015-05-28
23,625,160,622,3.8874999999999993,4,0.025,6.430868167202574,0.00630946320970982,6.30946320970982,2015,2015-05-03,2015-06-04
24,1538,263,1538,5.459615384615386,15,0.057034220532319393,10.446563817120845,0.009739805510621258,9.739805510621258,2015,2015-05-10,2015-06-11
25,1510,239,1507,5.617021276595741,12,0.0502092050209205,8.938759984785094,0.008548838156437255,8.548838156437256,2015,2015-05-17,2015-06-18
26,531,111,529,4.194444444444446,4,0.036036036036036036,8.591372829783422,0.007313399357911865,7.313399357911865,2015,2015-05-24,2015-06-25
27,549,94,549,4.038888888888888,2,0.02127659574468085,5.267932921654132,0.004292003955326806,4.292003955326806,2015,2015-05-31,2015-07-02
28,377,139,377,2.7122302158273373,1,0.007194244604316547,2.652519893899205,0.0024038554254356415,2.4038554254356415,2015,2015-06-07,2015-07-09
29,445,140,442,3.157142857142857,4,0.02857142857142857,9.049773755656108,0.007220688869292391,7.220688869292391,2015,2015-06-14,2015-07-16
30,440,141,433,3.0709219858156036,2,0.014184397163120567,4.6189376443418,0.0035651191298522455,3.5651191298522455,2015,2015-06-21,2015-07-23
31,514,111,514,4.309090909090908,2,0.018018018018018018,4.181396586459879,0.003629859889499154,3.629859889499154,2015,2015-06-28,2015-07-30
32,473,145,473,3.2620689655172406,2,0.013793103448275862,4.228329809725159,0.0034662566540977213,3.4662566540977213,2015,2015-07-05,2015-08-06
33,695,177,633,3.5762711864406778,2,0.011299435028248588,3.1595576619273307,0.002836908012290973,2.836908012290973,2015,2015-07-12,2015-08-13
34,432,78,432,3.8666666666666667,0,0,0,0,0,2015,2015-07-19,2015-08-20
35,241,78,241,3.0897435897435894,0,0,0,0,0,2015,2015-07-26,2015-08-27
36,358,109,358,3.2844036697247714,1,0.009174311926605505,2.7932960893854744,0.002301511228569697,2.301511228569697,2015,2015-08-02,2015-09-03
37,546,171,546,3.192982456140351,1,0.005847953216374269,1.8315018315018312,0.001465205399999725,1.465205399999725,2015,2015-08-09,2015-09-10
38,937,200,937,3.9949238578680215,0,0,0,0,0,2015,2015-08-16,2015-09-17
39,1608,270,1601,5.535714285714286,5,0.018518518518518517,3.3452807646356035,0.003110507817467023,3.110507817467023,2015,2015-08-23,2015-09-24
40,1843,284,1843,5.317028985507244,1,0.0035211267605633804,0.6622357655301488,5.877173128101543e-4,0.5877173128101543,2015,2015-08-30,2015-10-01
41,1332,258,1332,5.162790697674419,1,0.003875968992248062,0.7507507507507507,6.470405833005621e-4,0.6470405833005621,2015,2015-09-06,2015-10-08
42,1348,257,1349,4.545454545454546,0,0,0,0,0,2015,2015-09-13,2015-10-15
43,1405,249,1405,4.748971193415636,0,0,0,0,0,2015,2015-09-20,2015-10-22
44,1292,229,1042,3.6361607142857144,0,0,0,0,0,2015,2015-09-27,2015-10-29
45,669,139,669,3.8161764705882364,0,0,0,0,0,2015,2015-10-04,2015-11-05
46,367,116,367,3.1637931034482745,0,0,0,0,0,2015,2015-10-11,2015-11-12
47,455,177,455,2.5706214689265536,0,0,0,0,0,2015,2015-10-18,2015-11-19
48,17,13,17,1.3076923076923077,0,0,0,0,0,2015,2015-10-25,2015-11-26
49,115,42,115,2.7380952380952386,0,0,0,0,0,2015,2015-11-01,2015-12-03
50,78,43,78,1.8139534883720931,0,0,0,0,0,2015,2015-11-08,2015-12-10
51,5,4,5,1.25,0,0,0,0,0,2015,2015-11-15,2015-12-17
1,12,8,12,1.5,0,0,0,0,0,2016,2015-11-22,2016-01-01
2,24,19,24,1.263157894736842,0,0,0,0,0,2016,2015-11-29,2016-01-08
3,40,21,40,1.9047619047619047,0,0,0,0,0,2016,2015-12-06,2016-01-15
4,31,24,31,1.2916666666666665,0,0,0,0,0,2016,2015-12-13,2016-01-22
5,10,9,10,1.1111111111111112,0,0,0,0,0,2016,2015-12-20,2016-01-29
6,87,51,87,1.7058823529411766,0,0,0,0,0,2016,2015-12-27,2016-02-05
7,141,67,141,2.1044776119402986,0,0,0,0,0,2016,2016-01-03,2016-02-12
8,170,94,170,1.8085106382978726,0,0,0,0,0,2016,2016-01-10,2016-02-19
9,422,126,422,3.3492063492063497,0,0,0,0,0,2016,2016-01-17,2016-02-26
10,353,136,353,2.595588235294118,0,0,0,0,0,2016,2016-01-24,2016-03-04
11,816,213,816,3.830985915492957,0,0,0,0,0,2016,2016-01-31,2016-03-11
12,599,195,599,3.0717948717948707,0,0,0,0,0,2016,2016-02-07,2016-03-18
13,418,137,418,2.74264705882353,0,0,0,0,0,2016,2016-02-14,2016-03-25
14,961,236,961,3.9234042553191486,0,0,0,0,0,2016,2016-02-21,2016-04-01
15,451,157,451,2.8726114649681533,0,0,0,0,0,2016,2016-02-28,2016-04-08
16,682,229,682,2.9846491228070176,0,0,0,0,0,2016,2016-03-06,2016-04-15
17,718,187,718,3.8395721925133675,0,0,0,0,0,2016,2016-03-13,2016-04-22
18,932,222,932,3.8840909090909097,0,0,0,0,0,2016,2016-03-20,2016-04-29
19,872,211,872,4.014354066985646,0,0,0,0,0,2016,2016-03-27,2016-05-06
20,747,173,746,3.638235294117647,1,0.005780346820809248,1.588777622534474,0.0014482297228245455,1.4482297228245455,2016,2016-04-03,2016-05-13
21,1396,194,1071,3.9411764705882364,1,0.005154639175257732,1.3078935220803198,0.0012911582765753327,1.2911582765753327,2016,2016-04-10,2016-05-20
22,1192,160,792,3.6193548387096777,3,0.01875,5.180481283422459,0.004720824186526307,4.720824186526307,2016,2016-04-17,2016-05-27
23,1756,185,1056,4.421787709497206,2,0.010810810810810811,2.444895938262963,0.0021715731632921953,2.1715731632921953,2016,2016-04-24,2016-06-03
24,2096,129,945,4.731404958677686,3,0.023255813953488372,4.915202599776581,0.004695043146742406,4.695043146742406,2016,2016-05-01,2016-06-10
25,794,142,594,4.183098591549294,6,0.04225352112676056,10.101010101010104,0.00859726470119937,8.59726470119937,2016,2016-05-08,2016-06-17
26,993,124,693,4.1083333333333325,6,0.04838709677419355,11.777792318262122,0.009870353362354867,9.870353362354866,2016,2016-05-15,2016-06-24
27,411,96,411,3.3225806451612905,1,0.010416666666666666,3.1351132686084138,0.0026144014510852687,2.6144014510852687,2016,2016-05-22,2016-07-01
28,941,181,935,4.706703910614528,7,0.03867403314917127,8.216797547420361,0.007857315054685454,7.857315054685454,2016,2016-05-29,2016-07-08
29,424,110,414,3.7636363636363632,1,0.00909090909090909,2.4154589371980677,0.00228051655270034,2.28051655270034,2016,2016-06-05,2016-07-15
30,588,133,588,3.0821705426356565,4,0.03007518796992481,9.75779488963859,0.007605114618465358,7.605114618465358,2016,2016-06-12,2016-07-22
31,321,82,321,3.580246913580247,2,0.024390243902439025,6.812447434819176,0.006154138384835028,6.154138384835028,2016,2016-06-19,2016-07-29
32,351,109,347,3.1834862385321094,1,0.009174311926605505,2.881844380403459,0.002301511228569697,2.301511228569697,2016,2016-06-26,2016-08-05
33,584,188,584,3.1063829787234045,1,0.005319148936170213,1.7123287671232874,0.0013324479956706714,1.3324479956706714,2016,2016-07-03,2016-08-12
34,904,226,904,3.7955555555555565,5,0.022123893805309734,5.828894737932891,0.005577462317940873,5.577462317940873,2016,2016-07-10,2016-08-19
35,1445,309,1445,4.5196078431372575,5,0.016181229773462782,3.5802287134342796,0.003257398227448527,3.257398227448527,2016,2016-07-17,2016-08-26
36,806,214,806,3.766355140186915,5,0.02336448598130841,6.2034739454094305,0.00589300847033547,5.89300847033547,2016,2016-07-24,2016-09-02
37,1086,288,1086,3.7708333333333335,3,0.010416666666666666,2.762430939226519,0.0026144014510852687,2.6144014510852687,2016,2016-07-31,2016-09-09
38,674,237,674,2.843881856540084,3,0.012658227848101266,4.451038575667656,0.004237338963661075,4.237338963661075,2016,2016-08-07,2016-09-16
39,706,197,706,3.3469387755102047,2,0.01015228426395939,3.033304444719573,0.0025477913997206114,2.5477913997206114,2016,2016-08-14,2016-09-23
40,1002,272,1002,3.683823529411763,1,0.003676470588235294,0.9980039920159685,9.203875373942072e-4,0.9203875373942072,2016,2016-08-21,2016-09-30
41,1237,271,1237,4.481412639405204,4,0.014760147601476014,3.2936372499353364,0.002969614442144053,2.969614442144053,2016,2016-08-28,2016-10-07
42,1208,281,1208,4.298932384341637,2,0.0071174377224199285,1.6556291390728475,0.001427557571377136,1.427557571377136,2016,2016-09-04,2016-10-14
43,1376,313,1376,4.104838709677419,4,0.012779552715654952,3.113289856073112,0.0025690769871821173,2.5690769871821173,2016,2016-09-11,2016-10-21
44,781,197,781,3.648717948717948,1,0.005076142131979695,1.3912125309009706,0.0012714583878484786,1.2714583878484786,2016,2016-09-18,2016-10-28
45,1097,272,1097,3.8129629629629624,0,0,0,0,0,2016,2016-09-25,2016-11-04
46,680,187,680,3.6363636363636367,1,0.0053475935828877,1.4705882352941175,0.0013395877355951713,1.3395877355951713,2016,2016-10-02,2016-11-11
47,644,177,644,3.4943181818181825,1,0.005649717514124294,1.6168297276193098,0.0014154317141985562,1.4154317141985562,2016,2016-10-09,2016-11-18
48,68,40,68,1.7,0,0,0,0,0,2016,2016-10-16,2016-11-25
49,185,91,185,2.032967032967033,0,0,0,0,0,2016,2016-10-23,2016-12-02
50,441,157,441,2.6830065359477127,0,0,0,0,0,2016,2016-10-30,2016-12-09
51,290,116,290,2.5,0,0,0,0,0,2016,2016-11-06,2016-12-16
52,17,6,17,2.833333333333333,0,0,0,0,0,2016,2016-11-13,2016-12-23
2,127,65,127,1.9538461538461538,0,0,0,0,0,2017,2016-11-20,2017-01-01
3,89,57,89,1.5614035087719298,0,0,0,0,0,2017,2016-11-27,2017-01-08
4,21,16,21,1.3125,0,0,0,0,0,2017,2016-12-04,2017-01-15
5,218,113,216,1.9115044247787611,0,0,0,0,0,2017,2016-12-11,2017-01-22
6,331,153,331,2.163398692810458,0,0,0,0,0,2017,2016-12-18,2017-01-29
7,451,183,451,2.4644808743169393,0,0,0,0,0,2017,2016-12-25,2017-02-05
8,461,173,461,2.6647398843930654,0,0,0,0,0,2017,2017-01-01,2017-02-12
9,246,125,246,1.968,0,0,0,0,0,2017,2017-01-08,2017-02-19
10,724,245,724,2.963114754098361,0,0,0,0,0,2017,2017-01-15,2017-02-26
11,1245,291,1242,4.268041237113402,0,0,0,0,0,2017,2017-01-22,2017-03-05
12,1096,264,1096,4.151515151515149,0,0,0,0,0,2017,2017-01-29,2017-03-12
13,1103,271,1106,3.912962962962961,0,0,0,0,0,2017,2017-02-05,2017-03-19
14,1825,319,1825,5.498422712933754,0,0,0,0,0,2017,2017-02-12,2017-03-26
15,1603,320,1603,5.009374999999999,0,0,0,0,0,2017,2017-02-19,2017-04-02
16,2325,338,2275,5.81570996978852,0,0,0,0,0,2017,2017-02-26,2017-04-09
17,1120,248,1121,4.339430894308943,1,0.004032258064516129,0.9292135680290097,8.077554971444023e-4,0.8077554971444023,2017,2017-03-05,2017-04-16
18,2058,322,2042,5.687301587301586,2,0.006211180124223602,1.0921137254426097,0.001037885981820641,1.037885981820641,2017,2017-03-12,2017-04-23
19,825,193,791,3.890625,2,0.010362694300518135,2.663503755956468,0.0026008022528308805,2.6008022528308805,2017,2017-03-19,2017-04-30
20,738,193,733,3.5549738219895293,1,0.0051813471502590676,1.4574923500728743,0.0012978612679057644,1.2978612679057644,2017,2017-03-26,2017-05-07
21,895,227,895,3.9427312775330385,2,0.00881057268722467,2.2346368715083806,0.0022099582577715937,2.2099582577715937,2017,2017-04-02,2017-05-14
22,680,201,675,3.195,11,0.05472636815920398,17.128753727450384,0.013971686204294564,13.971686204294564,2017,2017-04-09,2017-05-21
23,643,199,643,3.2311557788944727,5,0.02512562814070352,7.776049766718507,0.0063414738576306195,6.3414738576306195,2017,2017-04-16,2017-05-28
24,532,147,532,3.034482758620689,3,0.02040816326530612,6.725417439703155,0.00514155850654463,5.14155850654463,2017,2017-04-23,2017-06-04
25,721,183,716,3.541436464088397,10,0.0546448087431694,15.430125401737385,0.01395041794691787,13.95041794691787,2017,2017-04-30,2017-06-11
26,664,154,664,4.013071895424836,7,0.045454545454545456,11.326621261474685,0.009260854810929642,9.260854810929642,2017,2017-05-07,2017-06-18
27,357,94,357,3.5483870967741935,6,0.06382978723404255,17.988394584139265,0.01635428446325582,16.35428446325582,2017,2017-05-14,2017-06-25
28,262,106,261,2.4761904761904763,0,0,0,0,0,2017,2017-05-21,2017-07-02
29,319,101,319,3.1584158415841586,0,0,0,0,0,2017,2017-05-28,2017-07-09
30,883,207,883,3.573019801980199,4,0.01932367149758454,5.408218417058644,0.004866324445019221,4.866324445019221,2017,2017-06-04,2017-07-16
31,1154,274,1154,3.935661764705881,5,0.01824817518248175,4.636621811896345,0.004593598700252777,4.593598700252777,2017,2017-06-11,2017-07-23
32,1622,314,1622,4.759677419354839,9,0.028662420382165606,6.021924987103584,0.005799360270473786,5.799360270473786,2017,2017-06-18,2017-07-30
33,2567,371,2567,6.0722836095764245,28,0.07547169811320754,12.428882273249439,0.011147630280683662,11.147630280683662,2017,2017-06-25,2017-08-06
34,2931,362,2931,7.877094972067039,23,0.06353591160220995,8.06590650836566,0.008171939724970323,8.171939724970322,2017,2017-07-02,2017-08-13
35,2471,327,2471,7.069659442724459,31,0.09480122324159021,13.409588398087863,0.012372907844992342,12.372907844992342,2017,2017-07-09,2017-08-20
36,1116,293,1116,3.722602739726027,6,0.020477815699658702,5.500940371941437,0.005159243464048169,5.159243464048169,2017,2017-07-16,2017-08-27
37,973,273,973,3.5641025641025648,12,0.04395604395604396,12.332990750256934,0.011174938236765297,11.174938236765296,2017,2017-07-23,2017-09-03
38,842,249,842,3.38152610441767,2,0.008032128514056224,2.375296912114014,0.0020141089142013957,2.0141089142013957,2017,2017-07-30,2017-09-10
39,901,226,901,3.650297619047618,1,0.004424778761061947,1.2121693140781202,0.0011080349424122948,1.1080349424122948,2017,2017-08-06,2017-09-17
40,507,206,507,2.461165048543689,1,0.0048543689320388345,1.9723865877712032,0.0016207483835279923,1.6207483835279923,2017,2017-08-13,2017-09-24
41,682,182,682,3.5441988950276246,0,0,0,0,0,2017,2017-08-20,2017-10-01
